State,County,PCT_REDUCED_LUNCH10,PCT_DIABETES_ADULTS10,PCT_OBESE_ADULTS10,FOODINSEC_10_12,PCT_OBESE_CHILD11,PCT_LACCESS_POP10,PCT_LACCESS_CHILD10,PCT_LACCESS_SENIORS10,PCT_LOCLFARM07,FMRKT13,PCT_FMRKT_SNAP13,PCT_FMRKT_WIC13,FMRKT_FRVEG13,PCT_FRMKT_FRVEG13,PCT_FRMKT_ANMLPROD13,FOODHUB12,FARM_TO_SCHOOL,SODATAX_STORES11,GROC12,SNAPS12,WICS12,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_65OLDER10,PCT_18YOUNGER10,POVRATE10,CHILDPOVRATE10,SNAP_PART_RATE10
HI,Maui + Kalawao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Ada,5.685033194,7.3,23.5,14.3,9.8,18.32060918,4.945662599,1.968186358,16.6,10,40,0,8,80,80,1,0,6,39,209.5,31,86.483759,1.065335,7.112,2.353421,10.461687,26.431002,13.9,16.1,81
ID,Adams,9.178743961,11.2,27.3,14.3,,10.669243,1.628724512,2.707789917,7.4,0,,,,,,0,0,6,2,5.416666667,3,94.768612,0.100604,2.364185,0.402414,20.82495,19.190141,15.8,24.8,81
ID,Bannock,6.975760992,10,29.2,14.3,10.8,30.41278507,8.465966844,3.652015517,9.8,3,0,0,0,0,33.33333333,0,0,6,9,54.25,10,86.391675,0.713432,6.744408,1.279591,11.157788,27.419452,16.3,20.3,81
ID,Bear Lake,14.15607985,9.8,26.6,14.3,2.4,25.87994814,6.440146763,5.411151108,2.9,0,,,,,,0,0,6,2,5,2,94.737721,0.100234,3.60842,0.367524,18.443034,27.330438,15.5,20.3,81
ID,Benewah,12.55265375,11.5,26.6,14.3,16.4,27.82064879,6.169212443,5.613922828,9.9,1,0,0,0,0,0,0,0,6,3,5,4,85.288099,0.269251,2.530964,0.290792,18.298331,23.7049,16.8,25.3,81
ID,Bingham,11.05461202,12.4,33.7,14.3,16,20.5050795,6.750999476,2.369725549,5.5,0,,,,,,0,0,6,5,18.75,7,74.935865,0.171026,17.242967,0.587629,11.432456,32.994935,15.6,19.6,81
ID,Blaine,8.070065687,5.8,18.4,14.3,12.7,28.56037233,7.854694792,2.372518676,2.6,4,0,0,3,75,75,0,0,6,4,6.916666667,3,77.979978,0.107597,19.98503,0.813997,11.583084,24.340382,10.1,14.6,81
ID,Boise,11.24859393,10.1,25.8,14.3,11.2,90.02735139,19.53688673,14.84579691,6.7,1,0,0,1,100,100,0,0,6,3,6.583333333,3,93.227092,0.184974,3.542971,0.412635,15.907797,21.471258,14.4,20.9,81
ID,Bonner,9.896233666,9.1,23.7,14.3,8.7,18.71656354,3.85674039,3.235987075,14.6,5,40,0,4,80,60,0,0,6,13,26.66666667,6,94.444309,0.124765,2.228637,0.433006,17.146562,21.650317,17.4,25.3,81
ID,Bonneville,9.011406844,8.6,28.4,14.3,10.7,23.72221835,8.315685809,1.898152756,8,1,0,0,1,100,100,0,0,6,8,59.41666667,8,85.262966,0.511349,11.428133,0.806838,10.882246,31.461903,13.8,17.3,81
ID,Boundary,11.95508587,8.5,25.6,14.3,5.6,18.3300558,4.642321399,3.091193252,14.2,1,0,0,1,100,0,0,0,6,4,6.583333333,3,92.143638,0.264309,3.663872,0.51039,16.697047,25.628873,17.1,24.9,81
ID,Butte,12.60869565,9.7,30,14.3,4.8,20.93270608,6.890565194,2.576379613,0.9,0,,,,,,0,0,6,1,3,1,93.842961,0.172951,4.116223,0.172951,17.502594,28.190937,15.4,21.5,81
ID,Camas,14.76510067,9.2,25.6,14.3,,99.99999944,21.48612347,15.93554152,2.9,0,,,,,,0,0,6,1,1,0,90.241719,0.179051,6.714414,0.089526,15.935542,21.486124,11.3,17,81
ID,Canyon,9.410437236,9.5,30,14.3,13.8,21.03727733,6.883446782,2.121562124,10.2,4,50,0,3,75,75,0,0,6,22,109.25,15,72.279712,0.46421,23.855751,0.742101,10.795933,31.490078,19.7,25.1,81
ID,Caribou,11.52173913,8.4,24.7,14.3,5.6,31.45488825,9.862986853,4.730103428,4.6,1,0,0,1,100,100,0,0,6,3,5,3,93.077696,0.057447,4.825506,0.201063,15.840873,28.953037,12.1,16.1,81
ID,Cassia,13.35042398,10.4,30.8,14.3,13.3,23.52161613,8.35502137,2.958081275,4.8,0,,,,,,0,0,6,4,9.083333333,3,72.943534,0.165563,24.939003,0.45312,12.870338,33.055943,15.7,21,81
ID,Clark,6.153846154,9.4,29,14.3,,100.0000006,31.36456245,13.13645624,,0,,,,,,0,0,6,0,1,1,56.822811,0.203666,40.529532,0.509165,13.136456,31.364562,17.9,26.6,81
ID,Clearwater,10.88180113,10.6,31.6,14.3,17.4,22.01388737,3.965759557,4.745974001,6.2,1,0,0,1,100,100,0,0,6,4,7,5,92.032873,0.182628,3.059012,0.696268,22.371875,17.76053,15.3,26.3,81
ID,Custer,12.13592233,9.8,26.9,14.3,9.3,21.97150523,3.662913969,4.092233649,5.7,2,0,0,1,50,50,0,0,6,5,4.583333333,3,94.047619,0.114469,4.029304,0.228938,18.727106,19.642857,14.9,19.8,81
ID,Elmore,8.646446356,8.6,29.5,14.3,10.4,34.43449955,9.716574486,3.758997295,12.6,1,0,0,1,100,100,0,0,6,4,16.16666667,6,75.09801,2.574155,15.230416,2.766477,10.045122,28.385975,15.8,22.1,81
ID,Franklin,17.18504555,9.1,28.2,14.3,7.6,7.18842318,2.514406456,1.078164009,6.8,0,,,,,,0,0,6,2,3,1,91.84264,0.21899,6.554043,0.117316,12.849992,35.179102,10.5,14.7,81
ID,Fremont,11.16441343,8.9,23.7,14.3,13.7,12.48949621,2.642902708,2.714015362,3.5,2,0,0,0,0,0,0,0,6,2,6,2,85.130645,0.181242,12.79263,0.203897,13.925389,31.369884,16.4,23.6,81
ID,Gem,7.496075353,9.9,29.8,14.3,13.1,36.81070112,9.035675558,7.378084583,13.6,1,0,0,1,100,100,0,0,6,1,14.75,1,89.1082,0.119624,7.990909,0.466535,18.583647,24.511035,17.1,24.7,81
ID,Gooding,10.81336696,9.8,30.8,14.3,12,13.03743574,3.167944933,2.793049805,5.1,1,0,0,0,0,0,0,0,6,5,9,4,69.568029,0.084066,28.09105,0.387998,15.05432,29.507243,16.4,23.1,81
ID,Idaho,11.74438687,10.5,28.1,14.3,14.8,34.32711395,6.345366496,7.179091974,7.5,1,0,0,0,0,0,0,0,6,4,14.83333333,6,92.383353,0.233602,2.588062,0.399582,21.171697,20.931948,18.3,26.6,81
ID,Jefferson,12.87878788,8.6,27.5,14.3,10,11.66057889,4.494624787,1.002219799,4.4,0,,,,,,0,0,6,2,6.916666667,2,87.700842,0.153022,10.10329,0.394032,9.579189,35.527927,12,15.8,81
ID,Jerome,9.407831901,9.2,32.3,14.3,12.3,21.97133107,7.089032339,2.568370708,6,0,,,,,,0,0,6,1,10.58333333,2,66.854385,0.174309,30.968982,0.277107,11.20497,31.053902,19.1,25.1,81
ID,Kootenai,10.20118343,8.5,24.1,14.3,8.2,24.9283185,6.430856888,3.684295973,15.7,5,0,0,0,0,0,0,0,6,18,82.16666667,16,92.028536,0.275102,3.803775,0.667899,14.497379,24.725981,14.6,17.7,81
ID,Latah,7.171554841,7.3,24.8,14.3,8.6,15.53462629,3.558516129,2.675690275,6.4,6,17,0,2,33.33333333,16.66666667,0,0,6,7,19.66666667,5,90.607883,0.773279,3.560305,2.075502,10.358715,18.711739,17.6,14.9,81
ID,Lemhi,12.6984127,10.5,21.7,14.3,9.4,41.71305666,7.668150517,9.140421485,5,1,100,0,1,100,100,0,0,6,4,6.083333333,1,95.047883,0.201613,2.280746,0.365423,22.152218,19.858871,21.1,32.6,81
ID,Lewis,10.47835991,10.8,29.3,14.3,16.3,48.48837721,9.836147662,9.497160768,0.9,1,0,0,0,0,0,0,0,6,4,4,2,88.9296,0.366396,3.349908,0.314054,21.826747,22.193143,17.8,28.6,81
ID,Lincoln,15.57734205,7.3,25.7,14.3,18.4,97.42763043,31.97026634,10.72837668,4.3,1,100,0,1,100,100,0,0,6,2,2,2,69.258833,0.345622,28.341014,0.345622,11.002304,32.622888,14.1,19,81
ID,Madison,12.20527046,5.9,26,14.3,7.6,17.60076734,4.905275214,0.587041816,4.9,1,100,0,1,100,100,0,0,6,4,13,5,91.160486,0.474211,5.908994,0.92711,5.573316,25.969736,28.4,20.1,81
ID,Minidoka,10.42471042,11.8,30.1,14.3,,12.63651905,4.127217776,1.435453559,9.7,1,0,0,0,0,0,0,0,6,1,13.75,3,65.249888,0.219244,32.353381,0.348797,14.793961,29.363695,15.8,22.1,81
ID,Nez Perce,8.522932467,11.4,32.2,14.3,20.7,17.80878952,3.827172062,3.552602754,8,1,0,0,0,0,0,0,0,6,9,28.41666667,7,88.717688,0.285241,2.824398,0.705463,17.98803,21.68598,12.5,17.8,81
ID,Oneida,8.820160367,10,31.7,14.3,5.3,11.45665768,3.221894215,1.809252342,3.9,0,,,,,,0,0,6,1,3,1,95.030331,0.209986,2.939804,0.466636,16.658889,29.934671,12.4,16.6,81
ID,Owyhee,9.559748428,11.4,30.1,14.3,17.4,17.84085632,4.299112064,3.03082844,6.5,1,0,0,1,100,100,0,0,6,2,8.25,3,68.254381,0.156169,25.845914,0.485858,13.985771,29.229568,22.7,32.2,81
ID,Payette,9.549381275,9.2,27.5,14.3,12.7,23.89957682,7.285245537,3.416041444,10.9,0,,,,,,0,0,6,3,17.16666667,4,81.280113,0.181231,14.865402,0.826592,15.30301,28.661097,17.1,23.3,81
ID,Power,12.38095238,8.4,29.9,14.3,13.9,13.88168606,4.332877128,1.793131799,4.2,0,,,,,,0,0,6,1,4,1,66.061149,0.230267,29.781246,0.409364,12.114622,30.881412,16.4,24.3,81
ID,Shoshone,7.758159444,10.9,30.4,14.3,14.6,4.323936047,0.680532334,1.138976258,20.5,0,,,,,,0,0,6,6,9.25,6,93.450842,0.156678,2.97689,0.344693,19.874657,20.83823,20.8,27.3,81
ID,Teton,11.99238579,6.6,25.5,14.3,10.4,8.91060568,2.998410707,0.600832138,4.7,2,0,0,1,50,50,0,0,6,2,2.583333333,1,81.474926,0.117994,16.922321,0.471976,6.529007,29.72468,11.3,17.2,81
ID,Twin Falls,11.27053751,8.8,25.3,14.3,11.2,9.356206898,2.95033171,0.914112637,6.6,5,20,20,2,40,40,0,0,6,16,45.75,12,82.663473,0.397514,13.686391,1.158876,13.862489,27.377962,15.4,19,81
ID,Valley,9.411764706,8.7,25.8,14.3,10.9,18.04935261,4.0477694,2.864041317,16.6,2,0,0,2,100,100,0,0,6,6,6.916666667,3,94.06814,0.091259,3.914013,0.415737,16.822146,19.762726,12.6,21.6,81
ID,Washington,8.620689655,11.6,28.9,14.3,16.1,20.91342558,4.052044896,5.281464227,6.9,1,0,0,1,100,100,0,0,6,3,8.333333333,2,80.074524,0.098058,16.826829,0.882526,20.50402,24.691116,17,26.4,81
IL,Adams,10.12179756,9.3,30.3,13,14.1,15.6553845,3.791902839,2.759028517,3.6,3,33,66.66666667,3,100,100,0,0,6.25,10,49.66666667,10,93.012235,3.409684,1.156431,0.640806,17.505924,23.040699,13.2,18.3,80
IL,Alexander,6.71641791,11.4,32.7,13,9.7,46.84214142,9.093091641,7.604915138,0.7,0,,,,,,0,0,6.25,2,6,2,60.487983,35.29983,1.881525,0.194222,16.958,22.881767,31.1,49,80
IL,Bond,6.194690265,9.7,28.9,13,13.6,11.71199872,2.785814377,1.883734563,2.5,0,,,,,,0,0,6.25,4,17.16666667,3,88.907024,5.971409,3.078568,0.377082,15.032643,20.542548,13.7,18.8,80
IL,Boone,7.055774215,8.5,30.6,13,18.4,16.73399871,5.018842631,1.605491425,7,3,33,100,2,66.66666667,33.33333333,0,0,6.25,9,28.83333333,7,75.246008,1.801902,20.247392,1.231423,11.749285,28.955968,11.6,16.9,80
IL,Brown,6.746031746,8.8,30,13,15,27.53991941,0.406264184,0.523017974,1.9,1,0,0,1,100,0,0,0,6.25,1,4,1,74.830618,18.379703,5.795012,0.230647,12.382874,16.058815,14.4,13.8,80
IL,Bureau,7.980225989,9.6,31,13,13.3,35.68761914,8.196220253,6.966413268,4,1,0,100,1,100,100,0,1,6.25,4,25.08333333,5,89.979416,0.546058,7.704843,0.628967,18.085654,23.314655,11.2,17.6,80
IL,Calhoun,9.204368175,9.9,29.5,13,7.6,15.56685315,3.155753568,3.370428747,4.7,0,,,,,,0,0,6.25,3,5,1,98.27078,0.117901,0.786009,0.235803,20.121831,21.870702,10.9,15.4,80
IL,Carroll,9.690074539,11.3,30.5,13,12.4,11.96714225,2.574128646,2.615061027,7.8,2,0,0,1,50,50,0,0,6.25,3,10.41666667,3,94.859297,0.792877,2.84006,0.344447,21.199714,20.543316,13,21,80
IL,Cass,10.40322581,10.1,30.3,13,15.5,10.76064393,2.577327899,1.752847327,3.5,0,,,,,,0,0,6.25,5,15.5,5,79.387187,2.778185,16.793725,0.315203,15.70151,24.930362,12.8,19.5,80
IL,Champaign,5.723030481,7.7,27.4,13,12.1,14.63565073,3.723767805,1.564395814,2.7,5,40,60,4,80,40,0,0,6.25,33,127.6666667,35,70.852045,12.210502,5.274989,8.891442,9.979063,19.434457,19.6,20.2,80
IL,Christian,8.706055586,10.6,32.2,13,16.1,10.06403888,1.588711192,1.343228724,4.2,2,0,0,1,50,50,0,0,6.25,6,31.33333333,9,95.778736,1.413793,1.353448,0.474138,17.517241,22.344828,14.2,20,80
IL,Clark,7.176858294,9.3,31.1,13,12.8,8.673801026,1.850164037,1.693231514,2.2,0,,,,,,0,0,6.25,3,13.25,4,97.490052,0.293848,1.052954,0.330579,18.034894,22.760943,12.1,18.6,80
IL,Clay,8.046940486,10.1,29.6,13,8,15.44332998,3.612811413,2.349885231,2.7,1,0,0,0,0,0,0,0,6.25,3,15.08333333,5,97.205936,0.311256,1.093015,0.456026,17.86464,22.902642,15.3,22.3,80
IL,Clinton,5.745699592,8.7,28,13,11.7,11.08663177,1.793659045,0.901828676,2.9,1,0,100,1,100,100,0,0,6.25,9,36.58333333,10,92.066098,3.503522,2.801758,0.442244,14.453684,22.726551,8.4,11.9,80
IL,Coles,7.37423496,7.7,29.4,13,14.3,14.8425558,3.394641475,2.603106638,4,2,0,0,2,100,50,0,0,6.25,8,36.16666667,11,91.567204,3.753272,2.143931,0.970802,13.793552,18.454513,18.7,21.9,80
IL,Cook,5.299541745,9.1,26.2,13,15.8,7.992797225,1.95315278,1.081322006,13.6,131,41,8.396946565,79,60.30534351,29.00763359,1,1,6.25,1559,3740.583333,926,43.859491,24.366837,23.962269,6.138382,11.941633,23.721985,16.8,24.5,80
IL,Crawford,8.116334122,9.7,32.6,13,13.2,14.7700007,2.077108173,1.243599233,2.9,1,0,0,0,0,0,0,0,6.25,4,14.41666667,3,91.921078,4.657617,1.826714,0.504617,16.834031,20.452137,14.9,20.1,80
IL,Cumberland,7.301768397,9.8,28.7,13,12.1,0.831333691,0.207114093,0.070725571,2.8,0,,,,,,0,0,6.25,2,8,3,97.891021,0.316799,0.678856,0.226285,16.636495,23.515568,11.6,17.7,80
IL,DeKalb,5.110309339,7.2,30.1,13,15,25.11849579,5.018164412,1.780120257,5.2,3,33,0,1,33.33333333,33.33333333,0,0,6.25,11,54.16666667,13,79.711868,6.256181,10.124572,2.282237,9.829783,22.337391,14.3,14.5,80
IL,De Witt,5.704697987,9.6,30.3,13,11,4.324687898,1.038723095,0.580685466,4.7,1,0,0,0,0,0,0,0,6.25,4,14.08333333,5,95.736972,0.495139,2.137552,0.35022,16.713967,23.078317,10.9,16.8,80
IL,Douglas,6.175298805,8.4,30.2,13,13.5,9.865965972,2.260076453,1.923534714,4.6,1,0,0,0,0,0,0,0,6.25,9,17.33333333,3,92.227227,0.265265,6.056056,0.41041,15.785786,25.895896,11.1,16.9,80
IL,DuPage,3.308218415,7.6,24.8,13,14,27.31796236,6.726458915,3.155526363,11,15,7,0,8,53.33333333,46.66666667,0,0,6.25,183,401.4166667,146,70.467127,4.474089,13.25148,10.010971,11.603797,24.803582,6.9,8.8,80
IL,Edgar,6.961005479,11.2,32.5,13,16.1,36.3108662,7.659586317,7.519444165,3.6,1,0,0,0,0,0,0,0,6.25,3,12,4,97.663652,0.339147,1.006675,0.177649,18.674634,22.184539,14.3,21.8,80
IL,Edwards,6.597938144,9.7,27.3,13,,18.49959986,4.671636311,2.987260544,0.8,1,0,0,0,0,0,0,0,6.25,3,8,2,97.530129,0.446362,0.877846,0.312454,17.720577,22.853742,11.3,17.4,80
IL,Effingham,5.740673669,8.9,27.1,13,13.9,17.11233227,4.345800403,2.808696648,1,0,,,,,,0,0,6.25,8,23.91666667,6,96.825536,0.22195,1.743473,0.429297,15.174347,24.653934,9.9,14.9,80
IL,Fayette,8.212255212,10.2,32.2,13,13.9,32.10517643,7.808529419,5.403143805,2.1,0,,,,,,0,0,6.25,6,17.41666667,6,92.976513,4.376694,1.37308,0.212285,16.169828,22.475158,15.8,22.7,80
IL,Ford,6.520985085,9.9,30.7,13,10.1,18.34512484,4.442832079,3.277640331,2.9,2,0,0,0,0,0,0,0,6.25,2,12.33333333,3,96.015908,0.553938,2.08792,0.255664,18.698956,23.769619,11,16.9,80
IL,Franklin,7.734056988,10.9,29.7,13,,11.16014066,2.486941361,2.16031579,3.6,5,0,0,0,0,0,0,0,6.25,6,40.83333333,11,96.946488,0.298274,1.200677,0.308385,18.396906,22.651096,20.3,27.9,80
IL,Fulton,8.689937199,8.5,30.3,13,14,12.44705025,2.816929561,2.249616938,4,2,0,0,1,50,50,1,0,6.25,5,28.58333333,8,92.791821,3.420648,2.417114,0.299442,18.05282,20.91505,14.5,19.4,80
IL,Gallatin,5.927835052,10.5,29.9,13,8.8,86.88582599,18.48496294,17.55255175,2.4,0,,,,,,0,0,6.25,0,4.666666667,0,97.101449,0.214707,1.180891,0.089461,20.48667,21.184469,18.5,27.7,80
IL,Greene,8.576998051,10.3,30.4,13,11.1,1.871717252,0.43112987,0.30911278,1.3,1,0,0,1,100,0,0,0,6.25,5,11.66666667,5,97.342647,0.856978,0.828172,0.115224,17.197177,23.03039,14.9,22.3,80
IL,Grundy,3.48479672,8.9,34.2,13,11.1,18.22927662,4.894943557,1.952343554,1.8,1,0,0,1,100,100,0,0,6.25,6,30.58333333,7,88.939936,1.152548,8.181691,0.6352,11.078042,27.279628,8,9.4,80
IL,Hamilton,8.961141951,9.8,29.1,13,11.4,18.29381406,4.217789207,3.390983157,0.6,0,,,,,,0,0,6.25,2,8.166666667,2,97.363131,0.36656,1.241575,0.224666,19.75878,22.833156,14.6,22.5,80
IL,Hancock,9.978507829,10.1,28.1,13,12.2,53.41705755,12.03810825,10.51472184,1,1,0,0,1,100,100,0,0,6.25,5,22.83333333,5,97.419389,0.26696,0.968384,0.235553,19.817839,21.969221,13.4,20.1,80
IL,Hardin,9.350237718,10.7,31.1,13,17.8,23.72767772,4.337967235,5.369472901,2.1,0,,,,,,0,0,6.25,1,4,2,96.550926,0.300926,1.296296,0.509259,20.324074,20.277778,19.4,31,80
IL,Henderson,10.28513238,10.3,31.1,13,21.3,1.390885103,0.296667614,0.187153309,2,0,,,,,,0,0,6.25,2,5.083333333,2,97.299141,0.204611,1.077616,0.204611,20.897558,20.365571,12.3,20.5,80
IL,Henry,7.722273144,9.3,28.5,13,13.4,18.72207177,4.72577221,2.886954479,4.3,0,,,,,,0,0,6.25,10,40.16666667,11,92.090877,1.509329,4.757755,0.362477,17.081963,23.957137,10.8,15.9,80
IL,Iroquois,6.858826005,10.3,32.4,13,14.4,14.09073792,3.462198493,2.510468457,2.1,1,0,0,0,0,0,0,0,6.25,8,23.91666667,7,92.425466,0.784037,5.330103,0.343226,18.934652,23.605222,11.2,18.2,80
IL,Jackson,6.027759418,8.2,27.9,13,10.6,23.64813566,5.010683541,3.374857733,6,5,40,60,3,60,60,0,0,6.25,13,42.33333333,12,75.967319,14.095453,3.990501,3.138596,11.627752,17.831878,23.5,31.3,80
IL,Jasper,11.73541963,10.2,30,13,19.4,15.50838825,3.80097403,2.816971804,2.9,0,,,,,,0,0,6.25,1,7.083333333,2,98.133636,0.103114,0.814601,0.247474,17.415962,22.726335,10.8,16.2,80
IL,Jefferson,5.871799054,10.7,33,13,11,22.39924708,4.796371018,3.520965654,2,0,,,,,,0,0,6.25,7,33.58333333,7,87.359312,8.226234,2.057846,0.63358,16.194916,22.139233,17,24.9,80
IL,Jersey,6.106321839,9.1,28.4,13,17.2,15.19890218,3.325685031,2.979117791,4.8,1,0,100,1,100,100,0,0,6.25,3,12,4,96.937133,0.387209,0.965847,0.33065,15.684142,22.793126,10,14.3,80
IL,Jo Daviess,6.997941782,10.1,26.8,13,12.9,19.94528696,4.405546711,3.985995917,2.9,7,0,0,4,57.14285714,42.85714286,0,0,6.25,4,8.5,4,95.603669,0.440956,2.685422,0.317488,21.306994,20.791075,9.3,15.5,80
IL,Johnson,8.064516129,9.6,28.9,13,17.6,17.65442938,1.701813961,1.429961429,1.8,0,,,,,,0,0,6.25,2,8.083333333,2,87.871563,7.979653,2.988396,0.166905,17.223017,19.400731,14.2,19.5,80
IL,Kane,4.419772218,8,26.9,13,15.9,19.67953323,5.326476226,2.068385865,6.7,12,33,0,9,75,66.66666667,0,0,6.25,76,227.8333333,75,59.008207,5.398928,30.739284,3.397255,9.643507,28.953809,11,16.4,80
IL,Kankakee,5.685790664,9.8,32.8,13,11.9,14.96710129,4.222210339,1.890256497,4.3,4,0,25,3,75,50,0,0,6.25,21,83.41666667,18,73.352784,14.982944,8.961736,0.907897,13.430705,25.345309,14.8,20.2,80
IL,Kendall,3.79860307,6.6,28.1,13,13.6,24.0980161,7.17865766,2.092093999,5.2,0,,,,,,0,0,6.25,13,44.08333333,19,74.219077,5.528343,15.599289,2.965939,7.305466,31.4339,4.6,6.2,80
IL,Knox,8.903663147,9.9,32.4,13,10.4,13.97319508,2.618864576,2.250907243,2.8,2,0,0,1,50,0,1,0,6.25,10,38.25,9,85.285058,7.069295,4.833803,0.625484,18.447061,20.559723,15.4,25.1,80
IL,Lake,3.854049948,7.3,25.2,13,17.6,36.16821914,9.676525544,4.044781755,11.6,15,0,13.33333333,8,53.33333333,46.66666667,0,1,6.25,114,313.75,128,65.206223,6.679679,19.899725,6.248241,10.390469,27.389113,9,12.1,80
IL,LaSalle,5.924418605,9.9,29.4,13,13.9,23.41669203,5.589377646,3.637611999,4.3,8,0,0,0,0,12.5,0,0,6.25,24,90.75,23,88.256206,1.846845,8.018504,0.662723,16.395141,23.013588,13.2,17.6,80
IL,Lawrence,8.369470945,9.5,30.9,13,13.7,12.52871129,2.923782852,2.191340153,1.2,1,0,0,0,0,0,0,0,6.25,1,9,3,86.086853,9.404147,3.285214,0.225747,15.938929,19.051862,17.5,23.5,80
IL,Lee,7.79956427,10.2,26.5,13,16,10.52796877,2.556352673,1.511890797,3.7,1,0,0,1,100,100,0,0,6.25,6,26.66666667,8,88.323943,4.743138,5.001249,0.677195,15.664289,21.46485,11,15.3,80
IL,Livingston,6.417533901,9.8,30.8,13,11.2,8.570351918,1.984325715,1.544824029,3.6,2,0,0,2,100,50,1,0,6.25,7,34.16666667,8,89.609756,4.844673,3.933248,0.505777,15.768935,22.485237,11.5,15.7,80
IL,Logan,5.728051392,10,32.5,13,15.4,31.84879696,5.049067994,4.264440826,2.1,2,0,50,2,100,50,0,0,6.25,4,23.66666667,5,87.728098,7.401419,2.946708,0.607161,15.706979,20.0033,11.5,17.9,80
IL,McDonough,8.298869589,8.5,29.4,13,12.4,28.80654581,3.849645894,2.996730814,2.6,1,0,0,0,0,0,0,0,6.25,6,26.5,7,88.859929,4.887771,2.658531,1.753956,14.240157,16.076904,22,23.2,80
IL,McHenry,3.625476133,7.2,26.8,13,16.8,43.07905337,12.68442916,3.365451409,7.5,9,33,44.44444444,6,66.66666667,55.55555556,0,0,6.25,48,110.9166667,35,83.74919,0.986203,11.41631,2.497733,10.143801,27.262275,7.3,9.6,80
IL,McLean,4.123630366,8.6,31.6,13,14.3,27.36467938,6.404180472,2.115312876,3.5,4,50,0,3,75,75,0,0,6.25,34,113.0833333,27,81.873776,7.221711,4.383978,4.23419,10.225745,22.652325,11.7,10.3,80
IL,Macon,5.549503752,10.1,32.1,13,13.6,29.94271732,6.937759169,5.045758553,3.4,2,0,50,1,50,50,0,0,6.25,15,91.66666667,30,78.381843,16.174346,1.870576,0.999386,16.378376,22.826087,17.7,26.8,80
IL,Macoupin,6.781387977,10.4,29.9,13,14.8,9.226958643,2.315560984,1.42826932,3.7,0,,,,,,0,0,6.25,8,38,10,96.964304,0.751596,0.875118,0.270072,17.106668,22.558359,13,19.3,80
IL,Madison,5.98078155,11.1,32,13,11,31.754364,7.020983908,4.502292731,6.3,3,67,66.66666667,2,66.66666667,66.66666667,0,0,6.25,44,215.3333333,63,86.717642,7.823026,2.71574,0.821072,14.270542,22.744186,14.3,21.8,80
IL,Marion,8.796795563,8.2,32.7,13,14.5,25.36374262,5.893624951,4.364515719,1.6,1,0,0,0,0,0,0,0,6.25,4,37.75,11,92.441109,3.89482,1.374344,0.567995,17.554581,23.424703,16.5,26.6,80
IL,Marshall,5.042016807,10.2,29.8,13,10.6,13.59543137,3.470067744,2.530506588,1.4,0,,,,,,0,0,6.25,3,12,3,95.949367,0.348101,2.484177,0.34019,19.525316,21.693038,11.4,17.7,80
IL,Mason,8.895921238,10.2,31.6,13,10.8,7.059294195,1.579894645,1.2425317,3.8,0,,,,,,0,0,6.25,3,14.66666667,3,97.477158,0.36138,0.797764,0.27274,19.125869,22.003273,15,23.6,80
IL,Massac,6.101304682,11.3,33.8,13,15.3,12.59062783,2.638121908,3.013210061,2.8,0,,,,,,0,0,6.25,3,11.16666667,4,89.830838,5.77484,1.879577,0.265733,18.393934,22.801218,16.7,26.6,80
IL,Menard,4.482934284,9.6,28.9,13,9.9,2.761661269,0.44950706,0.678886444,2.4,2,0,0,1,50,50,0,0,6.25,2,10,2,96.969697,0.582448,0.952381,0.228257,15.568674,23.620622,9,14,80
IL,Mercer,5.683918669,9.9,32.4,13,12.5,23.01909253,4.851419163,5.100463912,2.8,0,,,,,,0,0,6.25,2,13.83333333,4,96.823658,0.279908,1.868078,0.310332,18.260922,22.635999,11.3,14.5,80
IL,Monroe,3.247110622,9.4,29.3,13,12.4,19.95227884,4.960348557,2.469096751,4.6,2,0,0,0,0,0,0,0,6.25,5,17.41666667,6,97.068908,0.194192,1.365416,0.430864,14.133568,24.489486,4.9,5.8,80
IL,Montgomery,7.130509939,9.4,24.9,13,12,15.15504704,3.308242506,3.368031921,1.9,3,0,0,1,33.33333333,33.33333333,0,0,6.25,4,33.08333333,6,94.120383,3.152405,1.524714,0.368722,17.27013,21.213128,14.4,20.7,80
IL,Morgan,5.782503264,9.9,29.9,13,7.5,25.12037501,6.085722928,4.817338694,2.8,2,0,0,1,50,0,0,0,6.25,7,35.08333333,9,89.844431,5.918924,2.002982,0.458548,16.696205,21.343573,14.8,21,80
IL,Moultrie,8.324084351,9.5,29.7,13,9.7,2.957547164,0.610664806,0.618307441,4.6,0,,,,,,0,0,6.25,1,10.33333333,4,97.831066,0.269433,0.868921,0.195339,17.63438,24.929274,10.4,16.5,80
IL,Ogle,4.05847475,9.8,27.6,13,16.3,12.43846082,3.781574769,1.098495244,6.8,4,0,0,0,0,0,0,0,6.25,9,36.41666667,8,88.649831,0.874815,8.862179,0.450493,15.18216,24.756528,10.8,15.7,80
IL,Peoria,5.943226734,9.5,27,13,11.4,29.63347577,7.04347482,4.494723349,5.7,3,67,66.66666667,2,66.66666667,66.66666667,0,0,6.25,49,138.6666667,47,72.720838,17.5448,3.808165,3.120208,13.921628,24.072088,14.3,21.4,80
